change|n.改变,变化,转变,找回的零钱,找头,辅币vt.改变,变革,改造,兑换
ay|唉
thoughtfully|adv.思虑地,仔细地
eyebrow|n.眉毛
importance|n.重要(性),重大,价值,傲慢
jam|n.果酱,拥挤,堵塞,困境vt.挤进,使塞满,混杂,压碎,使堵塞vi.堵塞,轧住,拥挤
hell|n.地狱,苦境,阴间,地狱中的人,训斥vi.狂饮,飞驰int.该死!
shave|v.剃,刮,削刮vt.刨,削n.刮脸
whisky|n.威士忌酒adj.威士忌酒的
morrow|to-morrow 明天
railroad|n.铁路vt.<美>由铁道运输
situation|n.情形,境遇,(建筑物等的)位置
cormac|name
hobson|name
lean|n.倾斜,倾斜度,倚靠,倾向adj.瘦的,贫乏的,歉收的vi.倚靠,倾斜,依赖,倾向,偏向vt.使倾斜
colleague|n.同事,同僚
wilcox|name
limb|n.肢,翼,分支
intend|vt.想要,打算,意指,意谓
stanger|name
assure|vt.断然地说,确告,保证,担保
victim|n.受害人,牺牲者,牺牲品
worthy|n.杰出人物,知名人士adj.有价值的,应...的,可敬的,值得的,相称的
whoever|pron.任何人,无论谁
popular|adj.通俗的,流行的,受欢迎的
discuss|vt.讨论,论述
fate|n.天数,命运,运气vt.注定,送命
gloom|n.阴暗,阴沉v.(使)变阴暗,优伤地说,繁荣
stove|n.炉
lawler|name
fierce|adj.凶猛的,猛烈的,热烈的,暴躁的<美>极讨厌的,难受的,<英方>精力旺盛的
laid|vbl.lay的过去式和过去分词
nervous|adj.神经紧张的,不安的,强健有力的
andrews|name
rang|ring
hullo|hello
greuze|name
jacob|name
draw|v.拉,曳,牵,画,绘制,拖曳vt.汲取,领取,提取,引起,吸引vi.向...移动,挨近n.平局,和局,拖曳
employer|n.雇主,老板
earnestly|earnest,adj.认真的,热心的,重要的n.真挚,定金,认真,热心
fetch|vt.接来,取来,带来,售得,引出,吸引,到达,演绎出vi.取物,绕道而行n.取得,拿,诡计,魂
chester|name
honest|adj.诚实的,正直的
bend|v.弯曲,专心于,屈服n.弯曲
lover|n.爱人,爱好者,情人
philadelphia|name
nearest|near
hedge|n.树篱,障碍物v.用树篱围住,避免作正面答复
guilt|n.罪行,内疚
photo|n.照片
reid|人名
bowling|n.保龄球
bra|n.(brassiere)乳罩
instagram|互联网图片网站
tara|人名
headline|n.大字标题
eve|n.[诗]黄昏,前夕,前日
Yahoo|美国Yahoo公司,提供Internet上的目录信息检索服务
bother|vt.烦扰,打扰vi.烦恼,操心n.麻烦,烦扰v.打扰
midsection|null
crazy|adj.疯狂的,狂热的,(指建筑等)不安全的
trim|adj.整齐的,整洁的vt.整理,修整,装饰
jeans|n.斜纹布裤,牛仔裤
caption|n.标题，说明,字幕vt.加上标题,加上说明
pie|n.馅饼,杂乱,喜鹊,爱说话的人vt.弄乱
phase|n.阶段,状态,相,相位v.定相
alum|null
tweeted|null
digitally|null
byrne|null
suzy|null
gal|null
skinnier|null
mexico|null
proudly|null
sharknado|null
vernon|null
susan|null
frederica|null
reginald|null
courcy|null
churchhill|null
mainwaring|null
johnson|null
marry|vt.娶,嫁,和...结婚
langford|null
catherine|null
opinion|n.意见,看法,主张,判断,评价
marriage|n.结婚,婚姻,婚姻生活,密切结合,合并
persuade|v.说服,劝说,(使)相信,劝某人做(不做)某事
alicia|null
intention|n.意图,目的
behaviour|n.行为,举止,习性
uncle|n.伯父,叔父,姨丈,援助者
equally|adv.相等地,平等地,公平地
dearest|null
greatest|null
martin|null
entirely|null
necessary|n.必需品adj.必要的,必需的,必然的
charles|null
conclude|v.结束,终止,决定,作出结论vt.推断,断定,缔结,议定
dislike|vt.讨厌,不喜欢n.嫌恶
credit|n.信任,信用,声望,荣誉,[财务]贷方,银行存款vt.相信,信任,把...归给
edward|null
respect|n.尊敬,敬重,注意,考虑,尊重,关系,有关,敬意vt.尊敬,尊重,不防碍
attachment|n.附件,附加装置,配属
education|n.教育,训导,训练,培养,教育学
blame|n.过失,责备vt.责备,谴责
seymour|null
influence|n.影响,感化,势力,有影响的人(或事),(电磁)感应vt.影响,改变
miserable|adj.痛苦的,悲惨的,可怜
ability|n.能力,才干
attend|vt.出席,参加,照顾,护理,注意vi.专心,留意
motive|n.动机,目的adj.发动的,运动的
vain|adj.徒然的,无益的,虚荣的,空虚的,自负的,愚蠢的
tender|adj.嫩的,温柔的,软弱的
temper|n.(钢等)韧度,回火,性情,脾气,情绪,心情,调剂,趋向v.(冶金)回火、锻炼,调和,调节
suspect|n.嫌疑犯adj.令人怀疑的,不可信的,可疑的v.怀疑,猜想,对...有所觉察
invitation|n.邀请,招待
assurance|n.确信,断言,保证,担保
submit|v.(使)服从,(使)顺从vt.提交,递交
highly|adv.高地,非常
favourable|adj.赞成的,称许的,有利的,顺利的n.有利
despise|vt.轻视
injure|vt.损害,伤害v.伤害
mamma|null
forgive|vt.原谅,饶恕,宽免(某人)之债务
opportunity|n.机会,时机
smith|n.铁匠,金属品工匠
separation|n.分离,分开
bath|n.沐浴,浴室
behave|vi.举动,举止,运转v.行为表现
removal|n.移动,免职,切除
regret|n.遗憾,悔恨,抱歉,歉意vt.为...感到遗憾,后悔,惋惜,哀悼,懊悔vi.感到抱歉
parklands|null
choice|n.选择,抉择,精选品,选择机会,选择权adj.精选的,上等的,挑三拣四的,可选的,宠爱的,爱惜的
reasonable|adj.合理的,有道理的,通情达理的,讲道理的
instantly|adv.立即地,即刻地
acquaintance|n.相识,熟人
uneasy|adj.心神不安的,不自在的,不稳定的,不舒服的adv.心神不安地,不自在地,不稳定地
wholly|adv.整个,统统,全部,专门地
justify|v.证明...是正当的
devote|vt.投入于,献身
health|n.健康,健康状态,兴旺,为健康干杯
sensible|adj.有感觉的,明智的,有判断力的
engagement|n.约会,婚约,诺言,交战,接站,雇拥,[机]接合
expectation|n.期待,预料,指望,展望,[数]期望(值)
disadvantage|n.不利,不利条件,缺点,劣势
detect|vt.察觉,发觉,侦查,探测v.发现
impatience|n.急躁
clever|adj.机灵的,聪明的
deceit|n.欺骗,谎言
accompany|vt.陪伴,伴奏
pride|n.自豪,自尊(心),骄傲,傲慢vt.使自豪,使自夸
possess|vt.占有,拥有,持有,摆布,支配
absence|n.不在,缺席,缺乏,没有
vernons|null
encourage|vt.鼓励,怂恿v.鼓励,鼓励
owe|vt.欠(债等),受到...的思想,感激,把...归功于v.欠,应感激,应该把…归功于(to)vi.欠钱
praise|vt.赞扬,歌颂,称赞n.赞扬,赞美的话,赞美,荣耀,称赞
meanwhile|(meantime)n.其间,其时adv.其间
surprized|null
notion|n.概念,观念,想法,意见,打算,主张,(复数)<美语>小饰物
maria|null
exercise|n.练习,习题,训练,锻炼,演习v.训练,锻炼vt.行使,使担扰
patience|n.耐性,忍耐
hasty|adj.匆忙的,草率的
retirement|n.退休,引退,退却,撤退
unluckily|null
wigmore|null
proceed|vi.进行,继续下去,发生
encouragement|n.鼓励,奖励
cheerful|adj.愉快的,高兴的
ignorant|adj.无知的
surprize|null
mild|adj.温和的,温柔的,淡味的,轻微的,适度的,不含有害物质的的
romantic|adj.传奇式的,浪漫的,空想的,夸大的
sixteen|num.十六
benefit|n.利益,好处vt.有益于,有助于vi.受益
impatiently|null
former|adj.从前的,以前的n.形成者,创造者,模型,样板
endure|v.耐久,忍耐
relation|n.关系,联系,叙述,故事,亲戚
warmly|null
staffordshire|null
jane|null
austen|null
July|n.七月(略作Jul)
dec|null
flora|n.[罗神]花神
william|null
squirrel|n.松鼠v.贮藏
spiver|null
ulysses|null
tootie|null
meescham|null
buckman|null
belle|n.美女,美妇(尤指一群中最为人所倾慕者)
incandesto|null
george|null
tickham|null
typewriter|n.打字机
okay|n.认可,赞同adj.好的
superhero|null
rita|null
mary|null
ann|null
alfred|null
sack|n.大袋,大袋之量,麻布袋,短而松的袍装,布袋装,洗劫vt.解雇,装入袋,洗劫,就寝
sofa|n.沙发
arch|n.拱门,弓形结构,拱形v.(使)弯成弓形adj.主要
klaus|null
cleaner|n.清洁工人,清洁器
bagumba|null
cheese|n.干酪,<俚>头等的人或事物
horsehair|n.马毛,马毛织品
sandwich|n.夹心面包,三明治vt.夹入中间v.做成三明治
hadn|null
phyllis|null
paw|n.手掌,手爪v.以蹄扒地,抓,笨拙地使用,费力地前进,(人)用手笨拙地摸abbr.[军]Plasma-ArcWelding,等离子弧焊
doorbell|null
puff|泡芙，n.一阵喷烟,肿块,蓬松,吹嘘,宣传广告v.喷出,张开,夸张,(使)膨胀,(使)骄傲,喘息,鼓吹,吹捧
romance|n.冒险故事,浪漫史,传奇文学,风流韵事,虚构vi.写传奇,渲染,虚构
weren|null
unfortunately|adv.不幸地
novel|n.小说,长篇故事adj.新奇的,新颖的,异常的
uh|null
nephew|n.侄子,外甥
truck|n.卡车,敞棚货车,(车站)搬行李用的手推车,交易,交换,废话,废物,实物工资vt.交易,交往,以卡车运输vi.驾驶卡车,以物易物adj.<主美>运货汽车的
astonishing|adj.可惊异的
seal|n.封铅,封条,印,图章,密封vt.封,密封n.海豹,海豹毛皮
random|n.随意,任意adj.任意的,随便的,胡乱的adv.胡乱地
hopeful|adj.怀有希望的,有希望的
stomach|n.胃,胃口,胃部v.容忍
closer|null
lap|n.(坐时的)大腿前部,膝盖,舔声,(水)溅泼声,重叠的部分,(跑道的)一圈,衣兜,下摆vi.重叠,围住,轻拍,舔vt.包围,抱...在膝上,使重叠,舔食,泼溅,拍打
obviously|adv.明显地
hello|int.喂,哈罗
onto|prep.在...之上
electric|adj.电的,导电的,电动的,电气
according|adv.依照
bleeding|n.出血,流血
bye|n.枝节的问题,不重要或次要的东西adj.附属的
anymore|adv.不再,再也不
crime|n.犯罪,犯罪行为,罪行,罪恶
gigantic|adj.巨人般的,巨大的
sunny|adj.阳光充足的,照耀的,快乐的
pencil|n.铅笔
pat|n.轻拍,(黄油)小块v.轻拍adv.适时,正好,恰好adj.恰好的,合适的,人为的
uncertain|adj.无常的,不确定的,不可预测的,靠不住的
carriage|n.马车,客车,运费,姿态,（机械）车架
wow|n.叫声,<美俚>哄动一时的人物vi.发出叫声vt.使叫绝
terrifying|极大的,可怕的
sheep|n.羊,绵羊,羞答答的人,胆小鬼,信徒
terrify|vt.使恐怖,恐吓
untrue|null
piano|n.钢琴
fake|n.假货,欺骗adj.假的vt.伪造,赝造,捏造,假造,仿造vi.伪装
ate|vbl.吃abbr.[军]AutomaticTestEquipment,自动试验设备
grab|v.抢夺,攫取,夺取
glow|vi.发光,发热
desperate|adj.不顾一切的,拚死的,令人绝望的
pardon|vt.原谅,宽恕n.原谅,宽恕
fiction|n.虚构,编造,小说
repeatedly|adv.重复地,再三地
understood|null
regular|adj.规则的,有秩序的,经常的,(花)整齐的,常备军的,等边的,合格的,定期的n.正规军,正式队员adv.经常地n.正常体
blush|v.脸红,羞愧,呈现红色,使成红色n.脸红,红色,红光
temporary|adj.暂时的,临时的,临时性
gasp|vi.喘息,气喘vt.气吁吁地说
elderly|adj.过了中年的,稍老的
Saturday|n.星期六
curl|v.(使)卷曲
nursery|n.托儿所
shelves|n.架子
honor|n.尊敬,敬意,荣誉,光荣vt.尊敬,给以荣誉
banana|n.香蕉
woke|vbl.wake的过去式和过去分词
stocking|n.长袜
drown|v.溺死,淹死vt.淹没
cream|n.乳酪,奶油,(护肤)面霜
bigger|null
vehicle|n.交通工具,车辆,媒介物,传达手段
robot|n.机器人,遥控设备,自动机械,机械般工作的人
surprisingly|adv.令人惊讶地
exact|adj.精确的,准确的,原样的,精密的,严格vt.强求,急需,要求
glue|n.胶,胶水vt.胶合,粘贴,粘合
truthfully|adv.诚实地,真实地
emotionally|adv.在情绪上
pretend|vt.假装,装扮,(作为藉口或理由)伪称
mutter|n.咕哝,嘀咕v.咕哝,嘀咕
tour|n.旅行,游历,旅游v.旅行,游历,巡回,漫游
kid|n.哄骗,取笑,开玩笑,小孩,小山羊v.哄骗,取笑,开玩笑,欺骗
today|adv.今天,现今n.今天,现今
delicious|adj.美味的
highway|n.公路,大路
fur|n.毛皮,毛,软毛
angel|n.天使,完善可爱的人
lamb|n.小羊,羔羊v.生小羊
biggest|null
rusty|adj.生锈的,迟钝的,腐蚀了的,铁锈色的,生了锈的
tonight|adv.今晚,今夜n.今晚
unfairness|不公平
exceed|vt.超越,胜过vi.超过其他
depth|n.深,深度,深奥,深刻
blade|n.刀刃,刀片
focus|n.(兴趣活动等的)中心,焦点,焦距,[医]病灶,[地](地震的)震源vi.聚焦,注视vt.使集中在焦点上,定焦点,调焦,集中
blanket|n.毯子vt.覆盖
eyeball|n.眼球,眼珠子
spider|n.蜘蛛,设圈套者,三脚架
blundermeecen|null
clack|null
pete|null
ruby|n.红宝石
mack|null
bob|null
stella|null
julia|null
ivan|null
gorilla|n.大猩猩,壮而残暴的男人,<俚>歹徒(尤指使用暴力者)
cage|n.笼,槛,(矿井)贯笼
mall|n.购物商场,商业街,林荫路
zoo|n.动物园
dad|n.爸爸,爹爹
tv|null
artist|n.艺术家,画家
maya|null
guy|n.家伙,人
sigh|n.叹息,叹息声vi.叹息,叹气
jungle|n.丛林,生死关头
nap|n.(白天)小睡,打盹,细毛,孤注一掷vi.小睡,疏忽vt.使拉毛,修整,预测...为获胜马
anyway|adv.无论如何,总之
homework|n.家庭作业,副业
video|n.电视,录象,视频
lick|n.舔,少许,打vt.舔,卷过,鞭打,克服,征服vi.轻轻拍打
movie|n.电影
haven|n.港口,避难所
hay|n.干草
stroke|n.击,敲,报时的钟声,(网球等)一击,(划船等)一划,(绘画等)一笔,一次努力,打击vt.抚摸
candy|n.糖果,冰糖v.蜜饯,糖煮(水果)
favorite|n.特别喜欢的人(或物),喜欢的事物,亲信,心腹,幸运儿adj.喜爱的,宠爱的,中意的
mom|null
slap|vt.拍,掌击,拍击n.拍,掌击,拍击
someday|null
neighbor|n.<美>邻居,邻国
camera|n.照相机
publisher|n.出版者,发行人
baseball|n.棒球,棒球运动
twin|n.双胞胎中一人,孪生子adj.双胞胎的,一对的,相似的vi.生双胞胎,成对vt.孪生,使成对
hind|adj.后边的,后面的
male|adj.男的,雄的,男性
scratch|n.乱写,刮擦声,抓痕,擦伤vt.乱涂,勾抹掉,擦,刮,搔,抓,挖出vi.发刮擦声,搔,抓adj.打草稿用的,凑合的
plastic|n.塑胶,可塑体,塑料制品,整形adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的
mango|n.[植]芒果
bull|n.[动]公牛,粗壮如牛的人
phone|n.电话,电话机v.(给...)打电话
cake|n.蛋糕,饼,块
soda|n.苏打,碳酸水
capture|n.捕获,战利品vt.俘获,捕获,夺取
cling|vi.粘紧,附着,紧贴,坚持(意见),墨守(习惯)
wander|vi.漫步,徘徊,迷路,迷失方向,离题
canvas|v.彻底讨论探究n.帆布
seventy|num.七十
protector|n.保护者
female|n.女性,女人,雌兽adj.女性的,女子的,妇女的,雌的,柔弱的,(声,色)柔和的
freeze|v.(使)结冰,(使)冷冻,冻结
snap|v.猛地吸住,突然折断,使劈啪地晌,猛咬n.猛咬,突然折断,劈啪声adj.突然的
bed|n.床,基础,路基,河底,海底,一堆,一层vt.安置,嵌入,使睡,栽种vi.上床,分层
fingerprint|n.指纹,手印vt.采指纹
adult|n.成人,成年人adj.成人的,成熟的
ticket|n.票,入场券
interview|vt.接见,会见n.接见,会见
flap|n.拍打,拍打声,副翼v.拍打,鼓翼而飞,飘动,拉下(帽)的边,扔,掷
nearby|adj.附近的,邻近的adv.在附近
finish|n.完成,结束,磨光,末道漆,完美vt.完成,结束,用完,毁掉,使完美vi.结束,终结,停止,终止
fold|n.折,羊栏,折痕,信徒vt.折叠,包,合拢,抱住,笼罩,调入,交迭vi.折叠起来,彻底失败
exhaust|vt.用尽,耗尽,抽完,使精疲力尽vi.排气n.排气,排气装置adj.用不完的,不会枯竭的
bat|n.蝙蝠,球棒v.用球棒击球[计]批处理文件的扩展名abbr.[军]BasicArmorTraining,装甲兵基础训练
penny|n.便士,<美>分
pop|n.取出,砰然声,枪击,流行乐曲,流行艺术adj.流行的,热门的,通俗的vt.开枪打,抛出,取出,突然伸出,突然行动adv.突然,砰地vi.发出爆裂声,爆开,射击,突然出现,瞪大n.<口>汽水abbr.PostOfficeProtocol,邮局协议,用于电子邮件的接收
roman|n.罗马字体
rome|null
french|做法国菜(煎炸前)将肉排表面浅割或将荚菜豆切成纵条
greek|null
france|null
holy|adj.神圣的,圣洁的n.神圣的东西
revolution|n.革命,旋转
greeks|null
napoleon|null
european|null
pope|n.罗马教皇,主教,蒲柏(1688-1744,英国诗人),大腿上要害部位vt.打大腿上要害部位
defeat|n.击败,战胜,失败vt.击败,战胜,使失败,挫折v.击败
protestant|
political|adj.政治的,行政上的
italy|null
colony|n.殖民地,侨民,(聚居的)一群同业,一批同行,(生物)群体
russia|null
spain|null
leader|n.领导者,社论n.[计]前导字符n.[机]导杆
northern|adj.北方的,北部的
catholic|n.天主教徒adj.天主教的
egypt|null
alexander|null
faithful|adj.守信的,忠实的,详确的,可靠的n.信徒
tribe|n.部落,部族
louis|null
established|adj.已制定的,确定的
conquer|vt.征服,战胜,占领,克服(困难等),破(坏习惯等)
religious|adj.信奉宗教的,虔诚的,宗教上的,修道的,严谨的n.僧侣,尼姑,修道士
continent|n.大陆,陆地
oblige|vt.迫使,责成
greece|null
Dutch|n.荷兰人,荷兰语adj.荷兰的,<俚>德国的,条顿民族的
italian|null
independence|n.独立,自主
paris|null
merchant|n.商人,批发商,贸易商,店主adj.商业的,商人的
noble|adj.高尚的,贵族的,高贵的n.贵族
priest|n.牧师
republic|n.共和国,共和政体adj.共和的
mediaeval|adj.中古的,中世纪的
foreign|adj.外国的,外交的,外国产的,外来的,[医]异质的,不相关的
fought|vbl.fight的过去式和过去分词
parliament|n.国会,议会
athens|null
crusade|n.十字军东侵,宗教战争,改革运动vi.加入十字军,投身正义运动
glory|n.荣誉,光荣
Russian|n.俄国人,俄语adj.俄国的,俄国人的,俄语的
